text,label,Pattern Category
Selling fast! Add to bag 7 times in the last 48 hours.,1,Social Proof
Only 2 items left,1,Scarcity
"Marc in Newton, United States purchasedKTM Stand Plate Large KTM...",1,Social Proof
"Sandeep in Hawthorne, California bought Sadie Ponte Pants - Black Just Now",1,Social Proof
Lifestyle / Music,0,Not Dark Pattern
Only 1 unit left in stock,1,Scarcity
LOW IN STOCK!! GET YOURS NOW,1,Scarcity
"Laurie in Urraween, Queensland bought No Brainer USB Charging Anti-Theft Backpack",1,Social Proof
High Arches,0,Not Dark Pattern
Contract free,0,Not Dark Pattern
"Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers",1,Social Proof
Your order is prioritized for 13:22 minutes!,1,Urgency
How Do I Rinse Off My Overnight Hair Oil Treatment?,0,Not Dark Pattern
Black Jewelry,0,Not Dark Pattern
Cart will expire in 08:19 minutes!,1,Urgency
Time remaining: 04:50,1,Urgency
00:44:56,1,Urgency
 Watches & Accessories ,0,Not Dark Pattern
"No thanks, I don't like free stuff",1,Misdirection
DAYS HRS MINS SECS,1,Urgency
"Here for a limited time. 4.5"" Red Bottle Sticker w/ Adam's Logo",1,Urgency
Limited time offer.,1,Urgency
3 left,1,Scarcity
Someone in Faizabad just bought: Pretty Love Penis Sleeve 7 inch an hour 2 minutes ago,1,Social Proof
Limited Time Remaining!,1,Urgency
I WANT TO PAY MORE LATER ;),1,Misdirection
Limited Time Only - Up to 30% OFF Freshwater Plants! SHOP NOW >,1,Urgency
Back by Demand,0,Not Dark Pattern
"ONLY 5 LEFT, HURRY!",1,Scarcity
Functional Cookies,0,Not Dark Pattern
Flash Sale ends in SHOP NOW  ,1,Urgency
" Born for adventures across land, desert, and ice. Cruise over Tarmac-free roads or adapt it to be your 'do anything' commuter. ",0,Not Dark Pattern
Performance Cookies,0,Not Dark Pattern
I am very pleased with the service I received.,0,Not Dark Pattern
7 customers have this in their basket,1,Social Proof
"Jacob in Seymour, Wisconsin, United States purchased a Bass XL just now!",1,Social Proof
Hurry! Only 9 left in stock.,1,Scarcity
 shop by trend ,0,Not Dark Pattern
13:09:27 HOURS MINUTES SECONDS Sale Ends Once The Timer Hits Zero!,1,Urgency
Delivery & support,0,Not Dark Pattern
SHOP TRIATHLON,0,Not Dark Pattern
The product you requested is not available in the selected country,0,Not Dark Pattern
"No thanks, I don't like winning",1,Misdirection
"You choose: just one box, or a  Madison Reed Membership?",1,Misdirection
Baby Cross Stitch & Embroidery Patterns,0,Not Dark Pattern
HHR remotes,0,Not Dark Pattern
"No, I Don't Like Discounts",1,Misdirection
LIMITED TIME BLOW OUT SALE UP TO 70% OFF! 110% BEST PRICE GUARANTEE!,1,Urgency
$69.50 For A Limited Time Details,1,Urgency
 Accessibility statement ,0,Not Dark Pattern
Hurry! Only 1 Left In Stock,1,Scarcity
"2,221 people have purchased this item",1,Social Proof
"No, thanks. I'd prefer not to save.",1,Misdirection
SAVE $200 OFF PUFFY,1,Urgency
 Data Processor Privacy Policy: https://triplelift.com/privacy ,0,Not Dark Pattern
"Tambria in Hattiesburg just bought Peruvian Virgin Natural Wave Hair 3 Bundles with Lace Frontal, 100% Human Virgin Hair ",1,Social Proof
1 item left,1,Scarcity
Order without free membership $69.95,1,Misdirection
" This product can expose you to chemicals including Hexavalent which is known to the State of California to cause cancer on birth defects or other reproductive harm. For more information, visit ",0,Not Dark Pattern
"Someone in Vancouver, Washington purchased a Orthofeet Men's Orthotic Insoles about 38 minutes",1,Social Proof
Only 5 left!,1,Scarcity
 Brushes ,0,Not Dark Pattern
"Rose in Portland, United States purchased Green Eco-Friendly iPhone XR Case about 54 minutes ago",1,Social Proof
 Data Processor Privacy Policy: https://casalemedia.com/ ,0,Not Dark Pattern
"No thanks, I'll still want to pay full price",1,Misdirection
Only 3 Left in Stock!,1,Scarcity
Limited time - final price reflects extra 29% off,1,Urgency
Hurry! Only 6 left in stock.,1,Scarcity
 We value your privacy We use cookies to improve your website experience. We also use third-party cookies for marketing purposes. Learn more. ,0,Not Dark Pattern
 Unstitched Fabric ,0,Not Dark Pattern
 Polar Lights II ,0,Not Dark Pattern
Shop by Health Goals,0,Not Dark Pattern
"No thanks, I'm not interested",1,Misdirection
Customer also shopped for,1,Misdirection
Shop Safely And Securely,0,Not Dark Pattern
 powered by: Cookie Information ,0,Not Dark Pattern
Free Shipping & Easy Returns always! ,0,Not Dark Pattern
Combination,0,Not Dark Pattern
"No Thanks, I Don't Want To Save",1,Misdirection
QUANTITY: *ONLY 1 LEFT,1,Scarcity
6 customers have this in their basket,1,Social Proof
GCC Compliance,0,Not Dark Pattern
 Please try again ,0,Not Dark Pattern
How Do Our Crystals Looks in Real Life?,0,Not Dark Pattern
"No thanks, I want to pay full price",1,Misdirection
commonpandacom@commonpandacom,0,Not Dark Pattern
"Yes, I Want To Save Money!No Thanks",1,Misdirection
OFFER ENDS IN: 00:32:04 TIME IS RUNNING OUT!,1,Urgency
"ONLY $1.99 FOR YOUR FIRST SIX MONTHS, THEN EACH YEAR YOUR MEMBERSHIP WILL AUTOMATICALLY RENEW FOR $39.99 AND BE CHARGED TO YOUR CREDIT/DEBIT CARD ON FILE. CANCEL YOUR VIP MEMBERSHIP ANY TIME TO RECEIVE A PRORATED REFUND BY CALLING (800) 543-7309. BY SUBMITTING YOUR ORDER, YOU AGREE TO THESE VIP MEMBERSHIP TERMS.",1,Obstruction
Only 4 left in this size!,1,Scarcity
You might also like,0,Not Dark Pattern
Shop By Fabric,0,Not Dark Pattern
Chirag in Anoopshahr just got the JAYS - a-JAYS One+ about 17 minutes ago,1,Social Proof
 View all Ink categories ,0,Not Dark Pattern
 Intercoastal Performance Pant - True Navy ,0,Not Dark Pattern
"NO THANKS, I DON’T WANT 15% OFF",1,Misdirection
Bike Parts & Components,0,Not Dark Pattern
🔥👁️ 1 person is viewing this.,1,Social Proof
Estimated VAT overview,0,Not Dark Pattern
" Your company account is blocked and you cannot place orders. If you have questions, please contact your company administrator. ",0,Not Dark Pattern
Hand & Foot Skin Care,0,Not Dark Pattern
 Best Deals of the Month: April Edition ,0,Not Dark Pattern
Hurry up! Only 4 left in stock,1,Scarcity
Accent Chairs,0,Not Dark Pattern
"No thanks, I don't like to save",1,Misdirection
 Subscribe To Us Subscribe ,0,Not Dark Pattern
Customers also bought,1,Misdirection
407 customers have viewed this item recently,1,Social Proof
Only 1 item(s) left in stock,1,Scarcity
 Kyanite Beads ,0,Not Dark Pattern
"No, I don't want great deals.",1,Misdirection
I have a strong liking to walnut. Even the sapwood can look very presentable when finished good. Thus cutting board is a great item for use and conversation and looks good. ,0,Not Dark Pattern
Holland Cooper,0,Not Dark Pattern
Recovery Best Sellers,0,Not Dark Pattern
Viewed 1040 times in the last 7 days,1,Social Proof
U.S. Vape Mail Ban FAQs,0,Not Dark Pattern
異業合作 Cooperation,0,Not Dark Pattern
6 people have looked at this in the last few hrs.,1,Social Proof
Limited-time Offer: Bundle a base and get 20% off,1,Misdirection
Sale Womens Clothing,0,Not Dark Pattern
Why I chose this:,0,Not Dark Pattern
TWO FREE PILLOWS AND 30% OFF WITH PROMO CODE,1,Misdirection
View Alternatives,0,Not Dark Pattern
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds Sale Ends Once The Timer Hits Zero!,1,Urgency
"Security is our top priority. Our subscription payments are powered by Stripe and ReCharge, processed in a secure PCI-compliant environment to the highest industry standards. Ketolent staff never know your credit card number.",0,Not Dark Pattern
"Jim in Houston, USA purchased Pure Ratios: Hemp Oil CBD Patch (40mg CBD)",1,Social Proof
Only 22 left in stock!,1,Scarcity
ADD WORLD'S MOST COMFORTABLE CHAIRS,1,Misdirection
ONLY 3 LEFT IN STOCK!,1,Scarcity
Watch how its done,0,Not Dark Pattern
 View all Oil & Acrylic Brushes categories ,0,Not Dark Pattern
Get Personalised Health PlanGet Health Plan,0,Not Dark Pattern
Someone in Louisville Kentucky United States Purchased Gold Presidential Bracelet With Watch Buckle 9 hours ago,1,Social Proof
LESS THAN 5 LEFT!,1,Scarcity
[new-troh-pick],0,Not Dark Pattern
"ADHD Friendly Profile: this profile significantly reduces distractions and noise to help people with ADHD, and Neurodevelopmental disorders browse, read, and focus on the essential elements more easily.",0,Not Dark Pattern
Long and Tall,0,Not Dark Pattern
This offer is only VALID if you add to cart now!,1,Misdirection
"Sign up for the latest updates, products and offers",0,Not Dark Pattern
"Subscribing means you agree to receive our emails, more details please refer to ourprivacy policy.",0,Not Dark Pattern
 Shop Sale by Print ,0,Not Dark Pattern
"Flash Sale Alert! You can now buy Utorch Corridor Porch Aisle Lights from Gearbest.com for only $7.99 (47% off). Hurry up, limited time offer!",1,Urgency
Only 9 left,1,Scarcity
"Our items sell fast, don't miss out!",1,Scarcity
Your order has been reserved for,1,Urgency
Sale ends soon,1,Urgency
only 5 left in stock,1,Scarcity
135 people have this in their cart,1,Social Proof
The Hoop Destination. Discover more,0,Not Dark Pattern
Tight Bud,0,Not Dark Pattern
6 other people looking at this item,1,Social Proof
selected language日本語currencyJPY,0,Not Dark Pattern
Great choice!,0,Not Dark Pattern
Only 1 items left,1,Scarcity
Would you like to purchase an Extended Protection Plan?,1,Misdirection
ONLY 14 LEFT AT THIS PRICE,1,Scarcity
Not sold separately,0,Not Dark Pattern
16 recently purchased it.,1,Social Proof
Plus Size Ripped Jeans,0,Not Dark Pattern
 Redirecting to Futech Deals for secure checkout... ,0,Not Dark Pattern
Football,0,Not Dark Pattern
 All Men's Brands ,0,Not Dark Pattern
*Freight/Higher Freight charges may apply to some areas. Click here to view Shipping Policy,0,Not Dark Pattern
Long Sleeves Nightwear,0,Not Dark Pattern
"Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago",1,Social Proof
 Hairy Chest T-Shirt And Shorts Combo ,0,Not Dark Pattern
Covered all grays,0,Not Dark Pattern
7 sold in the last 48 hours,1,Social Proof
 Menthol Flavors ,0,Not Dark Pattern
"Someone in Alexandria, United States just bought TTDeye Queen Green Colored Contact Lenses",1,Social Proof
FLASH 19:15:22,1,Urgency
"Only available for a LIMITED TIME, so get yours TODAY!",1,Urgency
2 in stock,1,Scarcity
Oxfords & Loafers,0,Not Dark Pattern
Only 9 items left!,1,Scarcity
Reloading & Ammunition,0,Not Dark Pattern
Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago,1,Social Proof
"Joe M from , Bought a Cartoon Caterpillar Rigged 3D Model Recently",1,Social Proof
"Annie in Cheras, Malaysia just bought: An Abundance of Flowers - Van-Go Paint-By-Number Kit",1,Social Proof
Read More ,0,Not Dark Pattern
"Ketolent subscriptions have no long term contracts. Pause, cancel, or change at any time. Want to swap Vanilla for Chocolate, or set up to renew every 3 weeks? No problem! Send us an email to help@ketolent.com and we'll make the change for you.",1,Obstruction
Selling Fast,1,Scarcity
"NO THANKS, I'D RATHER PAY FULL PRICE",1,Misdirection
 Stone Cold Steve Austin ,0,Not Dark Pattern
92 customers bought this in the last 48 hours,1,Social Proof
"An item you ordered is in high demand. No worries, we have reserved your order.",1,Scarcity
Click and Collect T&C,0,Not Dark Pattern
Someone added 1pc 4ocean natural stone beads beaded bracelet men boho handmade to their cart RIGHT NOW,1,Social Proof
LIMITED TIME ONLY 10 OFF 50 SPEND NEW CUSTOMERS ONLY - TERMS & CONDITIONS APPLY,1,Urgency
Shirts & Blouses,0,Not Dark Pattern
Different Types of Gold,0,Not Dark Pattern
HURRY! ONLY 14 LEFT IN STOCK.,1,Scarcity
The best!,0,Not Dark Pattern
"HURRY, THERE ARE ONLY 9 ITEM(S) LEFT!",1,Scarcity
 Tracksuit,0,Not Dark Pattern
Trending Style! Sold 4 times today,1,Social Proof
Long African American Wigs,0,Not Dark Pattern
Only one left in stock - order soon!,1,Scarcity
"Hurry, only 1 left in stock!",1,Scarcity
Trending now! Added to basket 490 times today,1,Social Proof
Almost Famous Jeans,0,Not Dark Pattern
"No Thanks, I Don't Like Saving Money.",1,Misdirection
Professional Color Tool Kit / Addons,1,Misdirection
 Tweet Share Pin It Add Email ,0,Not Dark Pattern
 Tights ,0,Not Dark Pattern
Only 5 left,1,Scarcity
Wireless Microphone,0,Not Dark Pattern
Only 15 left in stock,1,Scarcity
Limited Quantity,1,Scarcity
Cap Construction,0,Not Dark Pattern
 Need Help Finding The Right Product? ,0,Not Dark Pattern
Body Washes,0,Not Dark Pattern
ONLY 2 LEFT,1,Scarcity
"Matthew in Charleston, South Carolina just purchased The Puffy Lux Mattress",1,Social Proof
LIVE REMAINING STOCK,1,Scarcity
Brand: NFL Pro Line by Fanatics Branded,0,Not Dark Pattern
339 users are currently active on our website,1,Social Proof
Please Order Within: 0 0 : 0 2 : 4 1 : 10 65,1,Urgency
Baby Boy Jumpsuits and Rompers,0,Not Dark Pattern
"Nah, I'll pay full price",1,Misdirection
"Like many websites, we share certain information, such as your IP address, device ID or similar online identifier, with certain third parties, such as social networks and advertising networks. This information is used to personalize advertising you see after you’ve visited our website. The California Consumer Privacy Act (“CCPA”) considers our sharing of that information in this manner to be a “sale.”For more information about the First and Third Party Cookies used please follow this link.",0,Not Dark Pattern
Choose which store you would like to visit,0,Not Dark Pattern
"You may cancel or renew your membership to the VIP Program or find out more information about your VIP Program subscription, including your annual expiration date, by contacting support@grove.co.",1,Obstruction
"No Thanks, I like paying full price.",1,Misdirection
Popular Item! 🔥 16 people are viewing this and 18 recently purchased it.,1,Social Proof
"Ida in Tangerang Selatan, Indonesia purchased Iseya VG10 G-Series 33 layer Damascus Japanese Chef's Santoku Knife , 180mm about 1 hour ago",1,Social Proof
3 items left,1,Scarcity
ONLY 52 items left in stock!,1,Scarcity
Cracked Nipples,0,Not Dark Pattern
Only 2 left in stock,1,Scarcity
Fave x GrabPay,0,Not Dark Pattern
"No thanks, I'll pay full price!",1,Misdirection
"If you wish to cancel a membership, please contact our Customer Services Department on UK: +44 808 164 8264 (standard local call charges will apply) or via email on customer.service@beautypie.com. You can also contact the Customer Services Department by post at: Beauty Pie Limited, Customer Service Department, The Point, 210 New Kings Road, London SW6 5NZ, United Kingdom. Please quote your order number in all correspondence.",1,Obstruction
Only 4 left In Stock,1,Scarcity
 Flex Mount ,0,Not Dark Pattern
"2,229 people have viewed this item",1,Social Proof
Someone in Castle Hill bought a Philips Essential LED Downlight Kit | 5W 4000K few hours ago.,1,Social Proof
FOR THE ULTIMATE EXPERIENCE: (Can select more than one),1,Misdirection
 Related Categories ,0,Not Dark Pattern
from France,0,Not Dark Pattern
308 viewed per day,1,Social Proof
Mom & Baby,0,Not Dark Pattern
This is in 5 other carts.,1,Social Proof
STOCK IS GUARANTEED FOR 60 MINUTES,1,Urgency
Please add products to see your site in action,0,Not Dark Pattern
BSA FAC Air Rifles,0,Not Dark Pattern
Only 2 units left!,1,Scarcity
style to command,0,Not Dark Pattern
Only 5 left in stock,1,Scarcity
LIMITED TIME: FREE SHIPPING LOWERED TO ORDERS OVER $69.95!,1,Urgency
sweatshirts,0,Not Dark Pattern
On Sale! Limited Time Offer!,1,Urgency
"Sierra in Cypress, California bought Beauty In All Dress, Dusty Blue about 46 minutes ago",1,Social Proof
 Ladies Flower Print Casual Fashion Dress ,0,Not Dark Pattern
"If you click continue below we will be happy to tell you about discounts, money off and new products from Very by e-mail and text,
unless you tell us you DO NOT want to hear about them, by ticking here.
If you would like to receive offers from carefully selected 3rd parties, please tick here",1,Misdirection
Bath Bombs & Salts,0,Not Dark Pattern
